,名次,馬號,馬名,騎師,練馬師,實際 負磅,排位 體重,檔位,頭馬 距離,沿途 走位,完成 時間,獨贏 賠率,Date,RaceNo,Venue,Class,Distance,VenueCondition,RaceStakes,WinnerNo,nHorse,Winner,PLACE
2,3,8,太陽拍檔(E364),班德禮,姚本輝,124,1213,11,1,2 2 3,1:10.26,36.0,2021-12-05,3,沙田,第四班,1200米,好地,"HK$ 1,040,000",11,12,False,True
11,12,9,高高(D397),霍宏聲,苗禮德,121,1075,6,11-1/2,5 5 12,1:11.97,61.0,2021-12-05,3,沙田,第四班,1200米,好地,"HK$ 1,040,000",11,12,False,False
9,10,10,獵狐者威(E296),波健士,呂健威,121,1070,10,6,12 12 10,1:11.06,42.0,2021-12-05,3,沙田,第四班,1200米,好地,"HK$ 1,040,000",11,12,False,False
0,1,11,有緣人(D348),巴度,蔡約翰,120,1154,12,-,10 9 1,1:10.11,8.1,2021-12-05,3,沙田,第四班,1200米,好地,"HK$ 1,040,000",11,12,True,True
7,8,12,快樂歡騰(B272),蔡明紹,葉楚航,119,1199,8,3-1/2,8 6 8,1:10.68,27.0,2021-12-05,3,沙田,第四班,1200米,好地,"HK$ 1,040,000",11,12,False,False
10,11,1,飛馬輝煌(D337),何澤堯,徐雨石,129,1122,1,8-1/4,12 7 11,1:09.80,5.6,2021-12-05,5,沙田,第四班,1200米,好地,"HK$ 1,040,000",12,12,False,False
6,7,2,桃花盛(D234),巴度,告東尼,129,1240,11,6-1/2,10 11 7,1:09.50,8.1,2021-12-05,5,沙田,第四班,1200米,好地,"HK$ 1,040,000",12,12,False,False
2,3,3,淺草飛(C477),賀銘年,丁冠豪,128,1163,3,1-1/4,7 4 3,1:08.68,8.3,2021-12-05,5,沙田,第四班,1200米,好地,"HK$ 1,040,000",12,12,False,True
5,6,4,醒目勇駒(B456),潘頓,蘇偉賢,128,1130,8,6-1/4,11 9 6,1:09.48,9.7,2021-12-05,5,沙田,第四班,1200米,好地,"HK$ 1,040,000",12,12,False,False
11,12,5,御神勇將(G039),波健士,呂健威,126,1268,10,12-1/4,9 12 12,1:10.43,72.0,2021-12-05,5,沙田,第四班,1200米,好地,"HK$ 1,040,000",12,12,False,False
1,2,6,火鑽(G022),潘明輝,容天鵬,124,1178,4,頭位,3 2 2,1:08.51,9.3,2021-12-05,5,沙田,第四班,1200米,好地,"HK$ 1,040,000",12,12,False,True
8,9,7,歐洲導彈(E277),楊明綸,鄭俊偉,125,1004,5,6-3/4,5 8 9,1:09.57,37.0,2021-12-05,5,沙田,第四班,1200米,好地,"HK$ 1,040,000",12,12,False,False
3,4,8,龍寶寶(E098),莫雷拉,蔡約翰,123,1084,6,5,4 5 4,1:09.27,13.0,2021-12-05,5,沙田,第四班,1200米,好地,"HK$ 1,040,000",12,12,False,False
4,5,9,紅海福星(D338),蔡明紹,文家良,123,1099,12,5-3/4,2 3 5,1:09.41,10.0,2021-12-05,5,沙田,第四班,1200米,好地,"HK$ 1,040,000",12,12,False,False
9,10,10,麒麟(E151),馬雅,大衛希斯,120,1148,2,7-1/4,6 6 10,1:09.65,5.9,2021-12-05,5,沙田,第四班,1200米,好地,"HK$ 1,040,000",12,12,False,False
7,8,11,對衡之星(E082),梁家俊,蘇保羅,120,1167,7,6-1/2,8 10 8,1:09.51,13.0,2021-12-05,5,沙田,第四班,1200米,好地,"HK$ 1,040,000",12,12,False,False
0,1,12,八心之威(D285),希威森,韋達,118,1124,9,-,1 1 1,1:08.48,8.1,2021-12-05,5,沙田,第四班,1200米,好地,"HK$ 1,040,000",12,12,True,True
13,14,1,翡翠鳳凰(D179),蔡明紹,羅富全,133,1167,8,17-3/4,3 2 3 14,1:25.01,14.0,2021-12-05,6,沙田,第四班,1400米,好地,"HK$ 1,040,000",12,14,False,False
1,2,2,翩翩君子(G013),莫雷拉,蔡約翰,131,1172,6,1/2,5 4 6 2,1:22.26,2.3,2021-12-05,6,沙田,第四班,1400米,好地,"HK$ 1,040,000",12,14,False,True
11,12,3,獨角寶寶(C203),賀銘年,高伯新,130,1168,2,8-1/2,1 3 1 12,1:23.55,39.0,2021-12-05,6,沙田,第四班,1400米,好地,"HK$ 1,040,000",12,14,False,False
9,10,4,威進駒(A326),馬雅,呂健威,129,1163,4,4-1/2,12 11 9 10,1:22.92,20.0,2021-12-05,6,沙田,第四班,1400米,好地,"HK$ 1,040,000",12,14,False,False
10,11,5,倍增勝數(E320),史卓豐,大衛希斯,129,1135,14,7-3/4,13 14 14 11,1:23.40,74.0,2021-12-05,6,沙田,第四班,1400米,好地,"HK$ 1,040,000",12,14,False,False
12,13,6,日輝煌(E339),梁家俊,沈集成,125,1096,1,10-1/2,2 1 2 13,1:23.87,9.2,2021-12-05,6,沙田,第四班,1400米,好地,"HK$ 1,040,000",12,14,False,False
2,3,7,觔斗雲(E249),班德禮,姚本輝,124,1138,11,1-3/4,4 6 5 3,1:22.44,6.8,2021-12-05,6,沙田,第四班,1400米,好地,"HK$ 1,040,000",12,14,False,True
6,7,8,興高采烈(E197),巴度,蘇保羅,124,1002,3,3-3/4,9 8 8 7,1:22.78,27.0,2021-12-05,6,沙田,第四班,1400米,好地,"HK$ 1,040,000",12,14,False,False
4,5,9,喜悅精靈(E388),潘明輝,賀賢,121,1164,7,3-1/4,8 5 4 5,1:22.72,21.0,2021-12-05,6,沙田,第四班,1400米,好地,"HK$ 1,040,000",12,14,False,False
7,8,10,龍城愛將(E426),霍宏聲,苗禮德,122,1265,12,3-3/4,7 9 11 8,1:22.80,125.0,2021-12-05,6,沙田,第四班,1400米,好地,"HK$ 1,040,000",12,14,False,False
5,6,11,好友利(C223),何澤堯,徐雨石,121,1016,5,3-3/4,10 12 12 6,1:22.77,27.0,2021-12-05,6,沙田,第四班,1400米,好地,"HK$ 1,040,000",12,14,False,False
0,1,12,星際精英(D281),潘頓,容天鵬,120,1152,10,-,11 10 10 1,1:22.18,4.7,2021-12-05,6,沙田,第四班,1400米,好地,"HK$ 1,040,000",12,14,True,True
3,4,13,繼續精彩(E252),波健士,葉楚航,115,1077,13,2-1/4,14 13 13 4,1:22.56,189.0,2021-12-05,6,沙田,第四班,1400米,好地,"HK$ 1,040,000",12,14,False,False
8,9,14,易來豐(E242),楊明綸,丁冠豪,113,1124,9,4-1/4,6 7 7 9,1:22.84,51.0,2021-12-05,6,沙田,第四班,1400米,好地,"HK$ 1,040,000",12,14,False,False
6,7,1,超能力(D093),薛恩,韋達,133,1177,8,3-3/4,8 8 7,1:08.01,15.0,2021-12-05,7,沙田,第二班,1200米,好地,"HK$ 2,400,000",4,9,False,False
1,2,2,加州得迅(D276),霍宏聲,告東尼,129,1160,3,2-3/4,5 3 2,1:07.82,16.0,2021-12-05,7,沙田,第二班,1200米,好地,"HK$ 2,400,000",4,9,False,True
8,9,3,銀紙(B025),潘明輝,苗禮德,125,1160,1,5-1/4,9 9 9,1:08.22,8.1,2021-12-05,7,沙田,第二班,1200米,好地,"HK$ 2,400,000",4,9,False,False
0,1,4,好眼光(D375),波健士,蔡約翰,125,1158,2,-,2 1 1,1:07.40,7.9,2021-12-05,7,沙田,第二班,1200米,好地,"HK$ 2,400,000",4,9,True,True
5,6,5,紅運大師(C287),賀銘年,蔡約翰,121,1075,9,3-3/4,3 4 6,1:07.98,10.0,2021-12-05,7,沙田,第二班,1200米,好地,"HK$ 2,400,000",4,9,False,False
2,3,6,嘉應精英(C240),梁家俊,容天鵬,116,1177,5,3-1/4,1 2 3,1:07.90,12.0,2021-12-05,7,沙田,第二班,1200米,好地,"HK$ 2,400,000",4,9,False,True
3,4,7,醒臣(D394),莫雷拉,姚本輝,115,1115,7,3-1/2,6 6 4,1:07.95,3.3,2021-12-05,7,沙田,第二班,1200米,好地,"HK$ 2,400,000",4,9,False,False
4,5,8,文明之星(D429),蔡明紹,丁冠豪,113,1154,6,3-1/2,4 5 5,1:07.97,11.0,2021-12-05,7,沙田,第二班,1200米,好地,"HK$ 2,400,000",4,9,False,False
7,8,9,禪勝寶駒(D270),巴度,呂健威,113,1168,4,4-3/4,7 7 8,1:08.15,3.6,2021-12-05,7,沙田,第二班,1200米,好地,"HK$ 2,400,000",4,9,False,False
8,9,1,競技勇士(B285),陳嘉熙,葉楚航,126,1180,8,6-1/4,10 13 9,0:57.45,125.0,2021-12-05,8,沙田,第三班,1000米,好地,"HK$ 1,570,000",12,14,False,False
2,3,2,蟲草成名(E363),史卓豐,高伯新,129,1125,14,1/2,7 4 3,0:56.56,3.4,2021-12-05,8,沙田,第三班,1000米,好地,"HK$ 1,570,000",12,14,False,True
1,2,3,精彩勇士(D387),潘頓,大衛希斯,128,1149,4,1/2,1 2 2,0:56.55,10.0,2021-12-05,8,沙田,第三班,1000米,好地,"HK$ 1,570,000",12,14,False,True
6,7,4,銀亮之風(G154),蔡明紹,葉楚航,124,1016,12,4-1/2,14 8 7,0:57.16,67.0,2021-12-05,8,沙田,第三班,1000米,好地,"HK$ 1,570,000",12,14,False,False
11,12,5,有何不可(G069),馬雅,呂健威,118,1120,9,11-1/4,13 11 12,0:58.26,132.0,2021-12-05,8,沙田,第三班,1000米,好地,"HK$ 1,570,000",12,14,False,False
9,10,6,日日型(E322),班德禮,羅富全,118,1201,11,6-1/4,6 7 10,0:57.46,11.0,2021-12-05,8,沙田,第三班,1000米,好地,"HK$ 1,570,000",12,14,False,False
12,13,7,快意(G148),希威森,韋達,117,1098,13,11-3/4,9 9 13,0:58.32,157.0,2021-12-05,8,沙田,第三班,1000米,好地,"HK$ 1,570,000",12,14,False,False
10,11,8,勝利之皇(E457),巴度,蘇偉賢,117,1109,3,9,5 10 11,0:57.91,81.0,2021-12-05,8,沙田,第三班,1000米,好地,"HK$ 1,570,000",12,14,False,False
7,8,9,鋒芒勁露(G020),何澤堯,方嘉柏,116,1105,1,5-1/2,12 14 8,0:57.33,99.0,2021-12-05,8,沙田,第三班,1000米,好地,"HK$ 1,570,000",12,14,False,False
4,5,10,志勝時機(E444),莫雷拉,蔡約翰,116,1068,2,3-1/2,8 5 5,0:57.03,11.0,2021-12-05,8,沙田,第三班,1000米,好地,"HK$ 1,570,000",12,14,False,False
3,4,11,連連有盈(G065),潘明輝,告東尼,114,1224,6,1-3/4,2 1 4,0:56.76,1.8,2021-12-05,8,沙田,第三班,1000米,好地,"HK$ 1,570,000",12,14,False,False
0,1,12,魅影揚飛(A354),黃俊,姚本輝,110,1233,7,-,4 3 1,0:56.46,79.0,2021-12-05,8,沙田,第三班,1000米,好地,"HK$ 1,570,000",12,14,True,True
5,6,13,行星夢(D100),黃皓楠,鄭俊偉,113,1280,5,3-3/4,11 12 6,0:57.04,254.0,2021-12-05,8,沙田,第三班,1000米,好地,"HK$ 1,570,000",12,14,False,False
13,14,14,鱷臨天下(B141),楊明綸,容天鵬,114,1272,10,15-1/2,3 6 14,0:58.95,75.0,2021-12-05,8,沙田,第三班,1000米,好地,"HK$ 1,570,000",12,14,False,False
1,2,1,超速(D161),莫雷拉,苗禮德,133,1082,3,3/4,7 7 7 2,1:37.94,2.8,2021-12-05,9,沙田,第三班,1650米,好地,"HK$ 1,570,000",12,14,False,True
2,3,2,錶之銳(C193),馬雅,呂健威,128,1192,4,1-1/2,8 9 3 3,1:38.07,6.8,2021-12-05,9,沙田,第三班,1650米,好地,"HK$ 1,570,000",12,14,False,True
9,10,3,皇者驕傲(E351),霍宏聲,方嘉柏,125,1096,14,5-1/4,14 13 14 10,1:38.66,60.0,2021-12-05,9,沙田,第三班,1650米,好地,"HK$ 1,570,000",12,14,False,False
5,6,4,喜快(G143),巴度,沈集成,124,1184,11,3,5 6 5 6,1:38.29,43.0,2021-12-05,9,沙田,第三班,1650米,好地,"HK$ 1,570,000",12,14,False,False
11,12,5,綠登(E409),希威森,霍利時,123,1121,12,9-3/4,13 14 12 12,1:39.39,125.0,2021-12-05,9,沙田,第三班,1650米,好地,"HK$ 1,570,000",12,14,False,False
8,9,6,皇帝金(E077),何澤堯,大衛希斯,123,1049,2,4-1/4,6 5 8 9,1:38.51,17.0,2021-12-05,9,沙田,第三班,1650米,好地,"HK$ 1,570,000",12,14,False,False
3,4,7,跨渡口(G068),潘頓,蔡約翰,122,1069,13,2-1/4,11 10 11 4,1:38.19,14.0,2021-12-05,9,沙田,第三班,1650米,好地,"HK$ 1,570,000",12,14,False,False
7,8,8,電玩時代(D269),班德禮,韋達,122,1125,8,3-3/4,9 8 10 8,1:38.43,15.0,2021-12-05,9,沙田,第三班,1650米,好地,"HK$ 1,570,000",12,14,False,False
13,14,9,童話(B238),黃皓楠,徐雨石,118,1142,6,12-3/4,10 11 13 14,1:39.87,50.0,2021-12-05,9,沙田,第三班,1650米,好地,"HK$ 1,570,000",12,14,False,False
6,7,10,天天精彩(C414),蔡明紹,告東尼,120,1138,1,3-1/4,4 4 2 7,1:38.36,14.0,2021-12-05,9,沙田,第三班,1650米,好地,"HK$ 1,570,000",12,14,False,False
12,13,11,元朗之星(C303),梁家俊,文家良,120,1118,5,12-3/4,2 2 6 13,1:39.85,10.0,2021-12-05,9,沙田,第三班,1650米,好地,"HK$ 1,570,000",12,14,False,False
0,1,12,源源動力(D014),潘明輝,羅富全,116,1138,7,-,1 1 1 1,1:37.82,5.1,2021-12-05,9,沙田,第三班,1650米,好地,"HK$ 1,570,000",12,14,True,True
10,11,13,金津一號(D306),賀銘年,丁冠豪,118,1045,9,7-1/4,3 3 4 11,1:38.97,46.0,2021-12-05,9,沙田,第三班,1650米,好地,"HK$ 1,570,000",12,14,False,False
4,5,14,勝意龍(E253),波健士,蘇偉賢,117,1130,10,3,12 12 9 5,1:38.28,13.0,2021-12-05,9,沙田,第三班,1650米,好地,"HK$ 1,570,000",12,14,False,False
11,12,1,金期莊家(D342),連達文,鄭俊偉,133,1050,6,11,5 4 3 12,1:42.35,19.0,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,False,False
9,10,2,開心大師(B222),霍宏聲,霍利時,133,1121,9,8-3/4,11 12 10 10,1:42.01,14.0,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,False,False
8,9,3,好友無敵(A217),黎海榮,文家良,132,1095,8,7,10 11 12 9,1:41.72,24.0,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,False,False
1,2,4,快利寶(A320),巴度,高伯新,132,1094,5,2-1/4,8 8 6 2,1:40.97,5.1,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,False,True
7,8,5,川河進駒(E215),梁家俊,蘇保羅,132,1040,2,5-3/4,6 7 11 8,1:41.53,29.0,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,False,False
5,6,6,樂天派(E166),薛恩,大衛希斯,132,1099,11,5-3/4,2 2 1 6,1:41.50,6.4,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,False,False
3,4,7,彪形遨漢(E037),潘頓,蘇偉賢,131,1190,3,3-3/4,9 10 9 4,1:41.22,4.7,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,False,False
0,1,8,謎語(D491),莫雷拉,徐雨石,126,1018,10,-,3 3 5 1,1:40.60,4.3,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,True,True
6,7,9,波哥哥(E239),希威森,苗禮德,126,1138,1,5-3/4,4 5 7 7,1:41.51,52.0,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,False,False
10,11,10,插班生(E032),巫顯東,何良,124,1200,4,10-3/4,1 1 2 11,1:42.32,95.0,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,False,False
4,5,11,堅有料(C011),麥道朗,方嘉柏,123,1276,12,5-1/4,12 9 8 5,1:41.43,10.0,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,False,False
2,3,12,又享耆成(E069),楊明綸,容天鵬,118,1041,7,2-1/2,7 6 4 3,1:40.98,10.0,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,False,True
4,5,1,紫菜福星(C440),何澤堯,呂健威,133,1166,10,4-1/4,10 10 9 5,1:40.46,14.0,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,False,False
1,2,2,二雋(D415),潘頓,蔡約翰,133,1029,11,3/4,12 12 12 2,1:39.92,3.3,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,False,True
0,1,3,成才(B085),薛恩,大衛希斯,132,1164,3,-,1 1 1 1,1:39.78,4.0,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,True,True
3,4,4,機緣巧俠(C358),莫雷拉,文家良,132,1094,9,3-1/2,8 8 7 4,1:40.33,7.6,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,False,False
11,12,5,安寶(E407),麥道朗,方嘉柏,131,1075,6,14-1/2,2 2 6 12,1:42.11,63.0,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,False,False
8,9,6,大地歡笑(E353),馬雅,沈集成,130,1120,12,7-1/4,5 3 2 9,1:40.93,43.0,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,False,False
7,8,7,皆大開心(D364),蔡明紹,容天鵬,125,1196,7,5-3/4,9 9 8 8,1:40.71,5.2,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,False,False
2,3,8,海島材子(D219),巴米高,姚本輝,123,1069,5,1-3/4,7 6 3 3,1:40.07,8.7,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,False,True
5,6,9,天德(E128),希威森,霍利時,120,1147,8,5,11 11 11 6,1:40.58,92.0,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,False,False
10,11,10,雲彩飛揚(E122),黃皓楠,葉楚航,117,1005,4,11-1/4,6 7 10 11,1:41.59,129.0,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,False,False
9,10,11,幸運勇駒(E292),梁家俊,蘇保羅,116,1107,1,10-1/4,3 4 4 10,1:41.41,75.0,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,False,False
6,7,12,安逸寧靜(D189),巴度,蘇偉賢,115,1035,2,5-1/4,4 5 5 7,1:40.63,10.0,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,False,False
0,1,1,當家信心(E153),莫雷拉,蔡約翰,133,1132,10,-,12 12 1,1:10.06,8.7,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,True,True
3,4,2,神朗金剛(D177),潘頓,葉楚航,131,1079,3,2-1/2,6 4 4,1:10.46,3.4,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,False,False
2,3,3,合金皇(D287),賀銘年,丁冠豪,129,1109,9,2-1/4,1 1 3,1:10.41,10.0,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,False,True
6,7,4,勁得裕(D488),希威森,文家良,129,1037,7,4,7 7 7,1:10.72,120.0,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,False,False
10,11,5,鼓浪陽光(E063),波健士,呂健威,128,1168,8,11-1/2,9 11 11,1:11.89,57.0,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,False,False
7,8,6,隨喜(E085),薛恩,蘇保羅,128,1117,1,4-1/2,8 8 8,1:10.78,22.0,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,False,False
5,6,7,摘星之光(D007),梁家俊,蘇偉賢,128,1116,6,3-3/4,10 9 6,1:10.65,4.9,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,False,False
4,5,8,怪獸媽媽(D408),莫雅,高伯新,127,1283,2,3-1/4,3 2 5,1:10.58,3.8,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,False,False
9,10,9,電子寶貝(E088),霍宏聲,方嘉柏,120,1100,12,8-1/4,5 6 10,1:11.36,44.0,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,False,False
8,9,10,挺秀精神(E027),潘明輝,告東尼,118,1201,11,5,2 3 9,1:10.85,23.0,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,False,False
1,2,11,坪山新星(C242),蔡明紹,鄭俊偉,119,1024,4,1-1/2,11 10 2,1:10.30,14.0,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,False,True
11,12,12,威力喜(D074),巴度,霍利時,115,998,5,16-1/4,4 5 12,1:12.66,24.0,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,False,False
9,10,1,無限商機(C432),巴米高,文家良,133,1172,12,3-3/4,7 10 10,0:58.05,44.0,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,False,False
1,2,2,富高八斗(B473),巴度,姚本輝,132,1134,7,1/2,3 4 2,0:57.57,5.8,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,False,True
8,9,3,高耀智星(C067),莫雅,苗禮德,131,1142,3,3-1/4,11 12 9,0:57.98,12.0,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,False,False
7,8,4,電訊火箭(C137),莫雷拉,徐雨石,130,1117,2,2-3/4,6 7 8,0:57.91,16.0,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,False,False
11,12,5,萬里飛至(E204),連達文,蘇偉賢,129,1069,9,6-1/2,9 8 12,0:58.49,22.0,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,False,False
5,6,6,二話不說(C134),杜苑欣,葉楚航,129,1127,10,1-3/4,12 11 6,0:57.73,18.0,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,False,False
6,7,7,過河勁卒(C381),麥道朗,蔡約翰,129,1088,11,2-1/4,5 5 7,0:57.81,19.0,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,False,False
0,1,8,佳運發(E435),馬昆,大衛希斯,127,1137,6,-,2 2 1,0:57.47,3.5,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,True,True
3,4,9,飛騰騅(E494),希威森,方嘉柏,125,1033,1,1-1/2,4 3 4,0:57.69,8.0,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,False,False
10,11,10,超額認購(C361),川田將雅,賀賢,124,1175,5,4-1/2,8 6 11,0:58.17,19.0,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,False,False
2,3,11,電路七號(D474),潘頓,告東尼,121,1101,4,3/4,1 1 3,0:57.58,4.4,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,False,True
4,5,12,快一步(D454),何澤堯,蘇保羅,120,1148,8,1-1/2,10 9 5,0:57.73,22.0,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,False,False
8,9,1,白鷺飛翔(A127),麥道朗,苗禮德,133,1191,6,6,10 10 11 9,1:40.85,7.0,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,False,False
7,8,2,進力之城(D113),川田將雅,韋達,132,1108,7,4-1/4,8 9 9 8,1:40.55,30.0,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,False,False
6,7,3,好運寶寶(D372),何澤堯,告東尼,130,1203,5,3-1/4,4 4 5 7,1:40.40,9.1,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,False,False
2,3,4,博愛之光(E139),莫雅,大衛希斯,128,1030,1,1-1/4,6 6 6 3,1:40.09,3.9,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,False,True
0,1,5,怪獸奇兵(E369),杜苑欣,文家良,128,1105,12,-,2 2 2 1,1:39.88,20.0,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,True,True
11,12,6,盈嘉輝(C080),馬昆,徐雨石,126,1081,11,7-1/4,12 12 12 12,1:41.03,51.0,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,False,False
5,6,7,芙蓉莊(B339),希威森,姚本輝,126,1028,8,2-3/4,5 5 4 6,1:40.34,29.0,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,False,False
9,10,8,大醇威(D150),巴米高,方嘉柏,125,1176,4,6-3/4,1 1 1 10,1:40.94,15.0,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,False,False
3,4,9,焱焱元帥(G053),連達文,蔡約翰,124,1176,10,1-3/4,9 8 8 4,1:40.18,5.9,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,False,False
1,2,10,專一(D191),潘頓,葉楚航,122,1073,3,鼻位,7 7 7 2,1:39.88,5.2,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,False,True
4,5,11,紅磚勇士(C304),莫雷拉,賀賢,120,1078,2,2-3/4,3 3 3 5,1:40.33,10.0,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,False,False
10,11,12,湛江最醒(B406),巴度,蘇偉賢,120,1074,9,7,11 11 10 11,1:41.00,20.0,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,False,False
3,4,1,駿馬風采(D334),梁家俊,羅富全,133,1213,4,1-1/2,1 2 4,1:10.04,23.0,2021-12-08,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",6,12,False,False
1,2,2,量化歡騰(D049),麥道朗,韋達,131,1139,7,頸位,4 1 2,1:09.86,11.0,2021-12-08,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",6,12,False,True
9,10,3,開心好友(B466),連達文,姚本輝,129,1169,5,8-1/4,7 7 10,1:11.13,16.0,2021-12-08,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",6,12,False,False
8,9,4,晨曦飛馬(C351),莫雷拉,方嘉柏,128,1018,11,5-1/4,12 12 9,1:10.64,36.0,2021-12-08,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",6,12,False,False
5,6,5,帝豪之星(E399),巴度,沈集成,127,1076,8,4,9 8 6,1:10.43,4.7,2021-12-08,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",6,12,False,False
0,1,6,威力奔騰(G045),潘明輝,賀賢,124,1176,10,-,8 10 1,1:09.80,8.8,2021-12-08,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",6,12,True,True
2,3,7,勇眼光(D487),潘頓,大衛希斯,125,1284,12,1/2,11 11 3,1:09.89,5.4,2021-12-08,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",6,12,False,True
4,5,8,爪皇箭火(E420),霍宏聲,霍利時,124,1298,9,3-1/2,10 9 5,1:10.36,38.0,2021-12-08,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",6,12,False,False
11,12,9,軒轅又牽(D181),楊明綸,丁冠豪,121,1127,6,10-3/4,5 5 12,1:11.52,16.0,2021-12-08,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",6,12,False,False
10,11,10,美麗歡呼(D436),波健士,蔡約翰,120,1197,1,9,2 3 11,1:11.23,5.8,2021-12-08,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",6,12,False,False
